Year,"Geographic
Region,
Based on
state of
death",State of Death,"Age
Group","Veteran
Suicides","Veteran
Suicide
Rate
per
100,000","General
Population
Suicides","General
Population
Rate per
100,000"
2006,West,Arizona,55-74,74,32.6,219,21.4
2006,West,Arizona,75+,46,35.9,111,28.9
2006,West,California,Total,510,23.3,"3,244",12.1
2006,West,California,18-34,44,21.0,805,9.0
2006,West,California,35-54,169,27.0,"1,341",12.8
2006,West,California,55-74,167,19.0,713,13.1
2006,West,California,75+,130,27.4,385,20.0
2006,West,Colorado,Total,123,29.2,709,19.9
2006,West,Colorado,18-34,11,26.2*,214,18.5
2006,West,Colorado,35-54,43,30.1,320,22.3
2006,West,Colorado,55-74,46,27.1,131,17.6
2006,West,Colorado,75+,23,34.8,44,20.0
2006,West,Hawaii,Total,15,11.8*,115,12.1
2006,West,Hawaii,18-34,<10,--,37,13.6
2006,West,Hawaii,35-54,<10,--,49,13.8
2006,West,Hawaii,55-74,<10,--,19,8.3*
2006,West,Hawaii,75+,<10,--,10,10.6*
2006,West,Idaho,Total,39,29.5,210,19.7
2006,West,Idaho,18-34,<10,--,61,17.5
2006,West,Idaho,35-54,14,35.9*,92,23.3
2006,West,Idaho,55-74,11,20.0*,39,16.1
2006,West,Idaho,75+,<10,--,18,22.5*
2006,West,Montana,Total,48,46.2,184,25.5
2006,West,Montana,18-34,<10,--,55,26.9
2006,West,Montana,35-54,10-20,--,68,25.0
2006,West,Montana,55-74,15,33.3*,38,20.8
2006,West,Montana,75+,16,72.7*,23,36.3
2006,West,Nevada,Total,100,42.2,471,25.4
2006,West,Nevada,18-34,<10,--,114,19.5
2006,West,Nevada,35-54,39,54.2,188,26.1
2006,West,Nevada,55-74,28,27.2,123,28.5
2006,West,Nevada,75+,20-30,--,46,38.9
2006,West,New Mexico,Total,59,33.9,332,23.1
2006,West,New Mexico,18-34,<10,--,111,24.3
2006,West,New Mexico,35-54,18,33.3*,128,24.2
2006,West,New Mexico,55-74,22,31.4,66,19.5
2006,West,New Mexico,75+,10-20,--,27,23.7
2006,West,Oregon,Total,118,33.3,571,20.1
2006,West,Oregon,18-34,11,42.3*,142,16.6
2006,West,Oregon,35-54,43,43.9,244,22.8
2006,West,Oregon,55-74,33,21.3,119,17.6
2006,West,Oregon,75+,31,41.3,66,27.8
2006,West,Utah,Total,46,30.1,351,20.0
2006,West,Utah,18-34,<10,--,117,16.2
2006,West,Utah,35-54,16,39.0*,147,24.3
2006,West,Utah,55-74,14,22.6*,62,19.5
2006,West,Utah,75+,10-20,--,25,23.5
2006,West,Washington,Total,124,19.7,790,16.4
2006,West,Washington,18-34,<10,--,215,14.6
2006,West,Washington,35-54,62,31.0,332,17.4
2006,West,Washington,55-74,43,16.5,173,15.9
2006,West,Washington,75+,10-20,--,70,19.6
2006,West,Wyoming,Total,21,40.4,111,28.4
2006,West,Wyoming,18-34,<10,--,31,26.4
2006,West,Wyoming,35-54,<10,--,46,30.9
2006,West,Wyoming,55-74,<10,--,20,21.1
2006,West,Wyoming,75+,<10,--,14,48.3*
2007, ,Total U.S.,Total,"5,896",25.3,"33,754",14.9
2007, ,Total U.S.,18-34,525,25.0,"8,764",12.7
2007, ,Total U.S.,35-54,"2,034",30.4,"14,500",16.7
2007, ,Total U.S.,55-74,"1,980",20.8,"7,513",14.4
2007, ,Total U.S.,75+,"1,357",27.3,"2,977",16.1
2007,Northeast,All,Total,693,18.7,"4,647",11.0
2007,Northeast,All,18-34,40,16.4,"1,140",9.5
2007,Northeast,All,35-54,239,26.4,"2,039",12.4
2007,Northeast,All,55-74,244,15.5,"1,061",10.7
2007,Northeast,All,75+,170,17.4,407,10.7
2007,Northeast,Connecticut,Total,35,13.8,266,9.9
2007,Northeast,Connecticut,18-34,<10,--,60,8.3
2007,Northeast,Connecticut,35-54,10,16.9*,123,11.4
2007,Northeast,Connecticut,55-74,14,12.7*,60,9.5
2007,Northeast,Connecticut,75+,<10,--,23,9.5
2007,Northeast,Maine,Total,40,28.4,188,18.2
2007,Northeast,Maine,18-34,<10,--,52,20.0
2007,Northeast,Maine,35-54,<10,--,69,17.0
2007,Northeast,Maine,55-74,20,33.9,46,16.9
2007,Northeast,Maine,75+,<10,--,21,22.0
2007,Northeast,Massachusetts,Total,69,15.8,505,10.1
2007,Northeast,Massachusetts,18-34,<10,--,123,8.4
2007,Northeast,Massachusetts,35-54,10-20,--,230,11.7
2007,Northeast,Massachusetts,55-74,27,14.6,118,10.3
2007,Northeast,Massachusetts,75+,18,14.5*,34,7.6
2007,Northeast,New Hampshire,Total,39,32.2,154,15.2
2007,Northeast,New Hampshire,18-34,<10,--,28,10.4
2007,Northeast,New Hampshire,35-54,14,38.9*,73,17.3
2007,Northeast,New Hampshire,55-74,18,34.0*,41,16.8
2007,Northeast,New Hampshire,75+,<10,--,12,15.0*
2007,Northeast,New Jersey,Total,72,14.3,583,8.8
2007,Northeast,New Jersey,18-34,<10,--,155,8.5
2007,Northeast,New Jersey,35-54,23,20.7,256,9.5
2007,Northeast,New Jersey,55-74,25,11.5,120,7.8
2007,Northeast,New Jersey,75+,10-20,--,52,9.3
2007,Northeast,New York,Total,166,15.6,"1,367",9.2
2007,Northeast,New York,18-34,<10,--,336,7.5
2007,Northeast,New York,35-54,68,25.8,583,10.2
2007,Northeast,New York,55-74,50,11.2,321,9.4
2007,Northeast,New York,75+,40-50,--,127,10.1
2007,Northeast,Pennsylvania,Total,239,22.8,"1,405",14.6
2007,Northeast,Pennsylvania,18-34,17,25.4*,343,13.0
2007,Northeast,Pennsylvania,35-54,85,33.1,625,17.1
2007,Northeast,Pennsylvania,55-74,77,17.2,309,13.1
2007,Northeast,Pennsylvania,75+,60,21.8,128,12.9
2007,Northeast,Rhode Island,Total,19,23.5*,95,11.6
2007,Northeast,Rhode Island,18-34,<10,--,20-30,--
2007,Northeast,Rhode Island,35-54,<10,--,47,15.1
2007,Northeast,Rhode Island,55-74,<10,--,23,12.2
2007,Northeast,Rhode Island,75+,<10,--,<10,--
2007,Northeast,Vermont,Total,14,27.5*,84,17.2
2007,Northeast,Vermont,18-34,<10,--,20-30,--
2007,Northeast,Vermont,35-54,<10,--,33,17.3
2007,Northeast,Vermont,55-74,<10,--,23,18.3
2007,Northeast,Vermont,75+,<10,--,<10,--
2007,Midwest,All,Total,"1,278",24.7,"7,285",14.5
2007,Midwest,All,18-34,101,25.4,"1,986",13.2
2007,Midwest,All,35-54,452,31.7,"3,203",16.7
2007,Midwest,All,55-74,425,19.3,"1,497",12.9
2007,Midwest,All,75+,300,26.0,599,14.1
2007,Midwest,Illinois,Total,156,19.1,"1,082",11.2
2007,Midwest,Illinois,18-34,16,23.9*,310,10.2
2007,Midwest,Illinois,35-54,44,21.1,457,12.3
2007,Midwest,Illinois,55-74,45,13.2,209,9.9
2007,Midwest,Illinois,75+,51,25.9,106,13.9
2007,Midwest,Indiana,Total,136,27.2,767,16.1
2007,Midwest,Indiana,18-34,17,45.9*,217,15.0
2007,Midwest,Indiana,35-54,51,34.2,336,18.4
2007,Midwest,Indiana,55-74,41,19.3,161,14.7
2007,Midwest,Indiana,75+,27,26.5,53,13.8
2007,Midwest,Iowa,Total,60,24.4,309,13.6
2007,Midwest,Iowa,18-34,<10,--,76,11.4
2007,Midwest,Iowa,35-54,22,36.1,140,16.8
2007,Midwest,Iowa,55-74,22,21.0,65,12.0
2007,Midwest,Iowa,75+,10-20,--,28,12.1
2007,Midwest,Kansas,Total,74,31.1,368,17.8
2007,Midwest,Kansas,18-34,<10,--,93,14.6
2007,Midwest,Kansas,35-54,32,47.8,169,21.8
2007,Midwest,Kansas,55-74,10-20,--,73,15.5
2007,Midwest,Kansas,75+,25,50.0,33,18.0
2007,Midwest,Michigan,Total,189,24.8,"1,099",14.4
2007,Midwest,Michigan,18-34,11,22.9*,270,12.1
2007,Midwest,Michigan,35-54,60,28.6,514,17.3
2007,Midwest,Michigan,55-74,73,21.9,226,12.6
2007,Midwest,Michigan,75+,45,26.5,89,14.2
2007,Midwest,Minnesota,Total,103,25.8,549,14.0
2007,Midwest,Minnesota,18-34,<10,--,155,13.1
2007,Midwest,Minnesota,35-54,32,30.8,239,15.4
2007,Midwest,Minnesota,55-74,40,22.5,116,13.2
2007,Midwest,Minnesota,75+,20-30,--,39,12.2
2007,Midwest,Missouri,Total,131,25.1,786,17.7
2007,Midwest,Missouri,18-34,<10,--,206,15.7
2007,Midwest,Missouri,35-54,47,31.5,349,20.8
2007,Midwest,Missouri,55-74,48,21.9,159,15.0
2007,Midwest,Missouri,75+,20-30,--,72,18.7
2007,Midwest,Nebraska,Total,30,20.3,169,12.8
2007,Midwest,Nebraska,18-34,<10,--,43,10.5
2007,Midwest,Nebraska,35-54,<10,--,72,14.7
2007,Midwest,Nebraska,55-74,12,20.3*,35,11.6
2007,Midwest,Nebraska,75+,<10,--,19,15.6*
2007,Midwest,North Dakota,Total,21,35.0,92,18.7
2007,Midwest,North Dakota,18-34,<10,--,34,21.7
2007,Midwest,North Dakota,35-54,<10,--,30,17.5
2007,Midwest,North Dakota,55-74,11,45.8*,17,15.1*
2007,Midwest,North Dakota,75+,<10,--,11,21.9*
2007,Midwest,Ohio,Total,253,26.1,"1,257",14.4
2007,Midwest,Ohio,18-34,18,24.3*,338,13.4
2007,Midwest,Ohio,35-54,102,36.3,546,16.4
2007,Midwest,Ohio,55-74,78,19.3,277,13.3
2007,Midwest,Ohio,75+,55,26.2,96,12.6
2007,Midwest,South Dakota,Total,16,20.5*,96,16.1
2007,Midwest,South Dakota,18-34,<10,--,41,22.7
2007,Midwest,South Dakota,35-54,<10,--,27,12.5
2007,Midwest,South Dakota,55-74,<10,--,20-30,--
2007,Midwest,South Dakota,75+,<10,--,<10,--
2007,Midwest,Wisconsin,Total,109,24.5,711,16.6
2007,Midwest,Wisconsin,18-34,10,34.5*,203,16.2
2007,Midwest,Wisconsin,35-54,44,37.6,324,19.5
2007,Midwest,Wisconsin,55-74,35,17.7,138,14.0
2007,Midwest,Wisconsin,75+,20,19.8,46,12.3
2007,South,Alabama,Total,98,23.8,581,16.7
2007,South,Alabama,18-34,17,44.7*,164,15.8
2007,South,Alabama,35-54,21,16.3,223,17.1
2007,South,Alabama,55-74,40,24.0,145,16.8
2007,South,Alabama,75+,20,26.0,49,17.0
2007,South,All,Total,"2,407",26.0,"13,097",15.9
2007,South,All,18-34,245,25.7,"3,379",13.4
2007,South,All,35-54,824,28.6,"5,590",17.8
2007,South,All,55-74,803,22.0,"2,982",15.5
2007,South,All,75+,535,30.1,"1,146",17.4
2007,South,Arkansas,Total,77,30.1,393,18.5
2007,South,Arkansas,18-34,<10,--,102,16.1
2007,South,Arkansas,35-54,29,39.2,178,23.0
2007,South,Arkansas,55-74,25,23.6,80,15.1
2007,South,Arkansas,75+,10-20,--,33,17.5
2007,South,Delaware,Total,10,13.2*,94,14.3
2007,South,Delaware,18-34,<10,--,10-20,--
2007,South,Delaware,35-54,<10,--,52,20.7
2007,South,Delaware,55-74,<10,--,18,11.2*
2007,South,Delaware,75+,<10,--,<10,--
2007,South,District Of Columbia,Total,<10,--,35,7.5
2007,South,District Of Columbia,18-34,<10,--,<10,--
2007,South,District Of Columbia,35-54,<10,--,12,7.5*
2007,South,District Of Columbia,55-74,<10,--,13,13.4*
2007,South,District Of Columbia,75+,<10,--,<10,--
2007,South,Florida,Total,524,29.9,"2,556",18.1
2007,South,Florida,18-34,36,26.9,521,13.6
2007,South,Florida,35-54,177,37.2,"1,058",20.6
2007,South,Florida,55-74,160,23.9,664,18.5
2007,South,Florida,75+,151,31.9,313,19.4
2007,South,Georgia,Total,186,25.5,980,14.1
2007,South,Georgia,18-34,18,22.5*,236,10.5
2007,South,Georgia,35-54,67,25.3,439,15.6
2007,South,Georgia,55-74,67,23.6,228,15.2
2007,South,Georgia,75+,34,33.7,77,18.6
2007,South,Kentucky,Total,121,35.1,631,19.6
2007,South,Kentucky,18-34,15,46.9*,185,19.3
2007,South,Kentucky,35-54,45,43.3,277,22.6
2007,South,Kentucky,55-74,40,28.0,124,15.8
2007,South,Kentucky,75+,21,31.8,45,18.1
2007,South,Louisiana,Total,74,22.2,505,15.8
2007,South,Louisiana,18-34,11,27.5*,175,17.2
2007,South,Louisiana,35-54,19,19.2*,205,17.1
2007,South,Louisiana,55-74,29,22.1,100,13.5
2007,South,Louisiana,75+,15,23.8*,25,10.2
2007,South,Maryland,Total,89,19.5,502,11.9
2007,South,Maryland,18-34,<10,--,143,11.5
2007,South,Maryland,35-54,35,23.2,218,12.8
2007,South,Maryland,55-74,28,15.6,103,10.6
2007,South,Maryland,75+,10-20,--,38,12.2
2007,South,Mississippi,Total,69,31.2,382,17.8
2007,South,Mississippi,18-34,10,40.0*,111,16.5
2007,South,Mississippi,35-54,20,28.6,151,19.1
2007,South,Mississippi,55-74,27,31.4,93,18.3
2007,South,Mississippi,75+,12,30.0*,27,16.1
2007,South,North Carolina,Total,184,23.9,"1,051",15.5
2007,South,North Carolina,18-34,21,23.1,253,12.6
2007,South,North Carolina,35-54,67,26.8,450,17.1
2007,South,North Carolina,55-74,67,22.2,265,16.4
2007,South,North Carolina,75+,29,22.7,83,16.4
2007,South,Oklahoma,Total,96,28.1,515,19.1
2007,South,Oklahoma,18-34,<10,--,136,16.2
2007,South,Oklahoma,35-54,34,34.7,232,23.7
2007,South,Oklahoma,55-74,20-30,--,89,13.7
2007,South,Oklahoma,75+,29,44.6,58,25.7
2007,South,South Carolina,Total,106,26.0,524,15.8
2007,South,South Carolina,18-34,<10,--,135,13.9
2007,South,South Carolina,35-54,42,32.8,228,18.3
2007,South,South Carolina,55-74,37,22.4,124,14.9
2007,South,South Carolina,75+,20-30,--,37,14.2
2007,South,Tennessee,Total,147,28.3,830,17.8
2007,South,Tennessee,18-34,13,27.7*,201,14.5
2007,South,Tennessee,35-54,47,29.2,357,20.0
2007,South,Tennessee,55-74,54,24.4,204,17.8
2007,South,Tennessee,75+,33,36.3,68,18.9
2007,South,Texas,Total,386,23.2,"2,357",13.7
2007,South,Texas,18-34,49,24.5,713,12.2
2007,South,Texas,35-54,138,26.4,995,14.9
2007,South,Texas,55-74,120,18.5,478,13.5
2007,South,Texas,75+,79,27.1,171,15.4
2007,South,Virginia,Total,176,23.0,862,14.9
2007,South,Virginia,18-34,18,18.6*,203,11.8
2007,South,Virginia,35-54,59,21.6,390,17.0
2007,South,Virginia,55-74,57,20.4,186,13.8
2007,South,Virginia,75+,42,36.8,83,20.0
2007,South,West Virginia,Total,61,35.5,299,21.0
2007,South,West Virginia,18-34,<10,--,78,20.2
2007,South,West Virginia,35-54,19,42.2*,125,23.9
2007,South,West Virginia,55-74,20,27.0,68,17.9
2007,South,West Virginia,75+,10-20,--,28,20.7
2007,West,Alaska,Total,26,34.7,140,28.9
2007,West,Alaska,18-34,<10,--,57,35.3
2007,West,Alaska,35-54,11,37.9*,55,27.0
2007,West,Alaska,55-74,<10,--,20-30,--
2007,West,Alaska,75+,<10,--,<10,--
2007,West,All,Total,"1,518",29.5,"8,725",16.8
2007,West,All,18-34,139,27.5,"2,259",13.4
2007,West,All,35-54,519,35.1,"3,668",18.4
2007,West,All,55-74,508,24.0,"1,973",17.4
2007,West,All,75+,352,33.5,825,21.6
2007,West,Arizona,Total,188,34.1,991,21.3
2007,West,Arizona,18-34,21,42.9,302,20.2
2007,West,Arizona,35-54,63,42.3,387,23.0
2007,West,Arizona,55-74,63,28.0,224,20.8
2007,West,Arizona,75+,41,31.8,78,19.6
2007,West,California,Total,495,23.1,"3,532",13.1
2007,West,California,18-34,41,19.2,836,9.4
2007,West,California,35-54,168,28.4,"1,520",14.4
2007,West,California,55-74,166,19.2,816,14.5
2007,West,California,75+,120,25.5,360,18.4
2007,West,Colorado,Total,156,37.5,783,21.5
2007,West,Colorado,18-34,11,26.8*,201,17.2
2007,West,Colorado,35-54,64,46.4,362,24.8
2007,West,Colorado,55-74,50,29.4,159,20.2
2007,West,Colorado,75+,31,46.3,61,26.8
2007,West,Hawaii,Total,21,15.8,130,13.5
2007,West,Hawaii,18-34,<10,--,35,12.8
2007,West,Hawaii,35-54,<10,--,50,14.1
2007,West,Hawaii,55-74,<10,--,30,12.7
2007,West,Hawaii,75+,<10,--,15,15.5*
2007,West,Idaho,Total,40,31.7,215,19.8
2007,West,Idaho,18-34,<10,--,73,20.7
2007,West,Idaho,35-54,15,40.5*,80,20.0
2007,West,Idaho,55-74,15,28.8*,47,18.6
2007,West,Idaho,75+,<10,--,15,18.1*
2007,West,Montana,Total,45,44.6,190,25.8
2007,West,Montana,18-34,<10,--,42,19.9
2007,West,Montana,35-54,13,48.1*,77,28.4
2007,West,Montana,55-74,10-20,--,43,22.8
2007,West,Montana,75+,18,94.7*,28,43.6
2007,West,Nevada,Total,93,39.2,455,24.0
2007,West,Nevada,18-34,<10,--,87,14.9
2007,West,Nevada,35-54,27,37.5,189,25.7
2007,West,Nevada,55-74,42,42.0,137,30.5
2007,West,Nevada,75+,10-20,--,42,34.7
2007,West,New Mexico,Total,83,46.1,385,26.3
2007,West,New Mexico,18-34,12,70.6*,108,23.6
2007,West,New Mexico,35-54,29,54.7,168,31.2
2007,West,New Mexico,55-74,26,35.1,79,22.6
2007,West,New Mexico,75+,16,44.4*,30,25.4
2007,West,Oregon,Total,131,37.5,585,20.3
2007,West,Oregon,18-34,<10,--,139,16.2
2007,West,Oregon,35-54,42,44.7,235,21.8
2007,West,Oregon,55-74,44,28.0,145,20.4
2007,West,Oregon,75+,30-40,--,66,27.8
2007,West,Utah,Total,49,31.0,368,20.2
2007,West,Utah,18-34,<10,--,138,18.3
2007,West,Utah,35-54,18,43.9*,146,23.5
2007,West,Utah,55-74,17,25.0*,66,19.6
2007,West,Utah,75+,<10,--,18,16.6*
2007,West,Washington,Total,169,26.6,851,17.4
2007,West,Washington,18-34,16,25.8*,208,14.2
2007,West,Washington,35-54,59,30.3,361,18.8
2007,West,Washington,55-74,50,19.0,186,16.3
2007,West,Washington,75+,44,37.9,96,26.5
2007,West,Wyoming,Total,22,44.0,100,25.4
2007,West,Wyoming,18-34,<10,--,33,27.5
2007,West,Wyoming,35-54,<10,--,38,25.8
2007,West,Wyoming,55-74,<10,--,20-30,--
2007,West,Wyoming,75+,<10,--,<10,--
2008, ,Total U.S.,Total,"6,219",27.0,"35,045",15.3
2008, ,Total U.S.,18-34,560,26.8,"8,835",12.7
2008, ,Total U.S.,35-54,"2,103",32.3,"14,990",17.3
2008, ,Total U.S.,55-74,"2,183",23.1,"8,261",15.3
2008, ,Total U.S.,75+,"1,373",27.4,"2,959",15.9
2008,Northeast,All,Total,774,21.5,"4,837",11.4
2008,Northeast,All,18-34,56,23.8,"1,101",9.1
2008,Northeast,All,35-54,290,33.3,"2,227",13.6
2008,Northeast,All,55-74,256,16.7,"1,118",11.0
2008,Northeast,All,75+,172,18.0,391,10.3
2008,Northeast,Connecticut,Total,38,16.2,305,11.4
2008,Northeast,Connecticut,18-34,<10,--,71,9.8
2008,Northeast,Connecticut,35-54,13,22.8*,137,12.8
2008,Northeast,Connecticut,55-74,13,13.0*,71,11.0
2008,Northeast,Connecticut,75+,10-20,--,26,10.8
2008,Northeast,Maine,Total,36,26.9,178,17.1
2008,Northeast,Maine,18-34,<10,--,36,13.9
2008,Northeast,Maine,35-54,15,39.5*,82,20.4
2008,Northeast,Maine,55-74,<10,--,40,14.3
2008,Northeast,Maine,75+,10,34.5*,20,20.5
2008,Northeast,Massachusetts,Total,68,16.2,495,9.8
2008,Northeast,Massachusetts,18-34,<10,--,95,6.4
2008,Northeast,Massachusetts,35-54,30,30.9,260,13.3
2008,Northeast,Massachusetts,55-74,10-20,--,109,9.2
2008,Northeast,Massachusetts,75+,20,16.9,31,7.1
2008,Northeast,New Hampshire,Total,33,28.0,174,17.0
2008,Northeast,New Hampshire,18-34,<10,--,33,12.3
2008,Northeast,New Hampshire,35-54,11,31.4*,90,21.5
2008,Northeast,New Hampshire,55-74,13,25.0*,39,15.3
2008,Northeast,New Hampshire,75+,<10,--,12,14.9*
2008,Northeast,New Jersey,Total,81,16.7,601,9.1
2008,Northeast,New Jersey,18-34,<10,--,138,7.6
2008,Northeast,New Jersey,35-54,29,27.1,264,9.9
2008,Northeast,New Jersey,55-74,30,14.5,141,9.0
2008,Northeast,New Jersey,75+,10-20,--,58,10.3
2008,Northeast,New York,Total,203,19.3,"1,378",9.2
2008,Northeast,New York,18-34,18,24.3*,321,7.1
2008,Northeast,New York,35-54,77,30.3,614,10.7
2008,Northeast,New York,55-74,63,14.3,329,9.3
2008,Northeast,New York,75+,45,16.0,114,9.0
2008,Northeast,Pennsylvania,Total,279,27.3,"1,508",15.6
2008,Northeast,Pennsylvania,18-34,22,33.3,371,14.0
2008,Northeast,Pennsylvania,35-54,98,39.4,674,18.6
2008,Northeast,Pennsylvania,55-74,104,23.7,343,14.2
2008,Northeast,Pennsylvania,75+,55,20.4,120,12.2
2008,Northeast,Rhode Island,Total,16,20.3*,107,13.1
2008,Northeast,Rhode Island,18-34,<10,--,10-20,--
2008,Northeast,Rhode Island,35-54,<10,--,62,20.1
2008,Northeast,Rhode Island,55-74,<10,--,23,11.9
2008,Northeast,Rhode Island,75+,<10,--,<10,--
2008,Northeast,Vermont,Total,20,40.0,91,18.5
2008,Northeast,Vermont,18-34,<10,--,10-20,--
2008,Northeast,Vermont,35-54,<10,--,44,23.4
2008,Northeast,Vermont,55-74,<10,--,23,17.7
2008,Northeast,Vermont,75+,<10,--,<10,--
2008,Midwest,All,Total,"1,303",25.7,"7,564",15.0
2008,Midwest,All,18-34,119,30.2,"2,045",13.5
2008,Midwest,All,35-54,466,33.7,"3,314",17.4
2008,Midwest,All,55-74,439,20.4,"1,662",13.9
2008,Midwest,All,75+,279,24.5,543,12.7
2008,Midwest,Illinois,Total,186,23.5,"1,159",11.9
2008,Midwest,Illinois,18-34,13,19.7*,281,9.2
2008,Midwest,Illinois,35-54,67,33.2,506,13.7
2008,Midwest,Illinois,55-74,67,19.9,294,13.5
2008,Midwest,Illinois,75+,39,20.9,78,10.3
2008,Midwest,Indiana,Total,173,34.9,777,16.2
2008,Midwest,Indiana,18-34,13,36.1*,193,13.3
2008,Midwest,Indiana,35-54,50,34.2,329,18.2
2008,Midwest,Indiana,55-74,68,32.4,183,16.1
2008,Midwest,Indiana,75+,42,40.4,72,18.5
2008,Midwest,Iowa,Total,57,23.1,370,16.2
2008,Midwest,Iowa,18-34,<10,--,104,15.4
2008,Midwest,Iowa,35-54,25,41.0,160,19.4
2008,Midwest,Iowa,55-74,15,14.2*,79,14.1
2008,Midwest,Iowa,75+,10-20,--,27,11.7
2008,Midwest,Kansas,Total,49,21.1,327,15.7
2008,Midwest,Kansas,18-34,<10,--,115,17.8
2008,Midwest,Kansas,35-54,22,33.8,125,16.3
2008,Midwest,Kansas,55-74,13,14.0*,63,13.0
2008,Midwest,Kansas,75+,10-20,--,24,12.9
2008,Midwest,Michigan,Total,180,24.7,"1,141",15.0
2008,Midwest,Michigan,18-34,18,39.1*,294,13.3
2008,Midwest,Michigan,35-54,76,38.0,533,18.2
2008,Midwest,Michigan,55-74,48,15.2,234,12.6
2008,Midwest,Michigan,75+,38,22.8,80,12.9
2008,Midwest,Minnesota,Total,92,23.4,578,14.6
2008,Midwest,Minnesota,18-34,<10,--,160,13.3
2008,Midwest,Minnesota,35-54,29,28.7,261,17.0
2008,Midwest,Minnesota,55-74,30,17.2,110,12.1
2008,Midwest,Minnesota,75+,20-30,--,47,14.7
2008,Midwest,Missouri,Total,136,26.2,755,16.9
2008,Midwest,Missouri,18-34,14,33.3*,216,16.3
2008,Midwest,Missouri,35-54,44,30.3,321,19.3
2008,Midwest,Missouri,55-74,48,21.8,152,13.9
2008,Midwest,Missouri,75+,30,26.8,66,17.0
2008,Midwest,Nebraska,Total,35,23.3,180,13.5
2008,Midwest,Nebraska,18-34,<10,--,58,14.0
2008,Midwest,Nebraska,35-54,15,38.5*,76,15.8
2008,Midwest,Nebraska,55-74,13,21.0*,30-40,--
2008,Midwest,Nebraska,75+,<10,--,<10,--
2008,Midwest,North Dakota,Total,10,17.9*,83,16.8
2008,Midwest,North Dakota,18-34,<10,--,28,17.4
2008,Midwest,North Dakota,35-54,<10,--,32,19.3
2008,Midwest,North Dakota,55-74,<10,--,20-30,--
2008,Midwest,North Dakota,75+,<10,--,<10,--
2008,Midwest,Ohio,Total,245,26.0,"1,351",15.5
2008,Midwest,Ohio,18-34,30,42.3,367,14.5
2008,Midwest,Ohio,35-54,86,31.9,606,18.3
2008,Midwest,Ohio,55-74,81,20.7,291,13.6
2008,Midwest,Ohio,75+,48,22.7,87,11.4
2008,Midwest,South Dakota,Total,16,21.1*,113,18.8
2008,Midwest,South Dakota,18-34,<10,--,43,24.1
2008,Midwest,South Dakota,35-54,<10,--,43,20.0
2008,Midwest,South Dakota,55-74,<10,--,20-30,--
2008,Midwest,South Dakota,75+,<10,--,<10,--
2008,Midwest,Wisconsin,Total,124,28.6,730,16.9
2008,Midwest,Wisconsin,18-34,<10,--,186,14.7
2008,Midwest,Wisconsin,35-54,45,39.5,322,19.6
2008,Midwest,Wisconsin,55-74,45,23.4,176,17.2
2008,Midwest,Wisconsin,75+,20-30,--,46,12.4
2008,South,Alabama,Total,107,25.7,596,16.9
2008,South,Alabama,18-34,13,35.1*,176,16.8
2008,South,Alabama,35-54,35,27.6,241,18.7
2008,South,Alabama,55-74,42,24.4,139,15.7
2008,South,Alabama,75+,17,21.3*,40,13.6
2008,South,All,Total,"2,507",27.2,"13,681",16.4
2008,South,All,18-34,264,27.8,"3,500",13.8
2008,South,All,35-54,792,28.1,"5,711",18.1
2008,South,All,55-74,898,24.7,"3,274",16.4
2008,South,All,75+,553,30.5,"1,196",17.9
2008,South,Arkansas,Total,80,31.6,437,20.4
2008,South,Arkansas,18-34,15,65.2*,136,21.2
2008,South,Arkansas,35-54,18,25.4*,168,21.8
2008,South,Arkansas,55-74,27,25.0,94,17.2
2008,South,Arkansas,75+,20,39.2,39,20.7
2008,South,Delaware,Total,15,19.0*,108,16.3
2008,South,Delaware,18-34,<10,--,29,15.4
2008,South,Delaware,35-54,<10,--,50,20.1
2008,South,Delaware,55-74,<10,--,20-30,--
2008,South,Delaware,75+,<10,--,<10,--
2008,South,District Of Columbia,Total,<10,--,42,8.8
2008,South,District Of Columbia,18-34,<10,--,10-20,--
2008,South,District Of Columbia,35-54,<10,--,16,9.9*
2008,South,District Of Columbia,55-74,<10,--,12,12.0*
2008,South,District Of Columbia,75+,<10,--,<10,--
2008,South,Florida,Total,537,31.3,"2,701",18.9
2008,South,Florida,18-34,56,43.1,531,13.8
2008,South,Florida,35-54,141,30.5,"1,115",21.9
2008,South,Florida,55-74,198,30.4,729,19.8
2008,South,Florida,75+,142,30.1,326,19.9
2008,South,Georgia,Total,178,24.3,958,13.5
2008,South,Georgia,18-34,15,18.8*,252,11.2
2008,South,Georgia,35-54,65,24.8,398,14.0
2008,South,Georgia,55-74,63,22.2,231,14.7
2008,South,Georgia,75+,35,32.7,77,18.4
2008,South,Kentucky,Total,112,32.8,591,18.2
2008,South,Kentucky,18-34,<10,--,131,13.9
2008,South,Kentucky,35-54,37,36.3,268,21.8
2008,South,Kentucky,55-74,36,25.5,132,16.3
2008,South,Kentucky,75+,30-40,--,60,23.5
2008,South,Louisiana,Total,96,29.3,517,15.7
2008,South,Louisiana,18-34,15,38.5*,161,15.4
2008,South,Louisiana,35-54,25,26.0,209,17.2
2008,South,Louisiana,55-74,39,30.2,115,14.7
2008,South,Louisiana,75+,17,26.6*,32,12.9
2008,South,Maryland,Total,87,19.5,494,11.6
2008,South,Maryland,18-34,10,23.3*,127,10.1
2008,South,Maryland,35-54,26,17.8,209,12.3
